location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Gymnasium,Children's play area,Club House,Lift(s),Swimming Pool,Landscaped Gardens,Rain Water Harvesting,Maintenance Staff,Jogging Track,Sports Facility,Car Parking,24 X 7 Security,Full Power Backup,locality_score,project_score,builder_experience,Indoor Games,ATM,Intercom,School,Shopping Mall,Multipurpose Room,Vaastu Compliant,Cafeteria,Staff Quarter,Hospital,Golf Course
Dasna,1431,4610682,INR,1,1,0,"A plot property is available for sale in Aditya GZB Park Town, Dasna, Ghaziabad. It has an area of 1431 sqft and is priced at Rs. 46.11 lac . It has access controlled entry and exit as well as gated community. The project also has landscape garden and tree planting, rain water harvesting, sewage treatment plant, maintenance staff, 24 x 7 security, storm water drains, power backup and jogging track. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,3,0,0,0,0,0,0,1.0,1.0,1,0,,1,1,7.2,8.3,43.0,,,,,,,,,,,
Lal Kuan,540,750000,INR,,0,1,"This plot is available for sale and is located in Royal shape infratech Highway Homes, one of the most prestigious projects of Lal Kuan. It has a salable area of 540 sqft and is available at a price of Rs. 1,388 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,1.0,1,1,,,,,1.0,,1.0,1.0,,1.0,,,1.0,
Lal Kuan,495,687000,INR,,0,1,"This plot is available for sale and is located in Satayam Sivam Sundram Royal City, one of the most prestigious projects of Lal Kuan. It has an area of 495 sqft and is priced at Rs. 6.87 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,1,0,0,0,0,,,0,0,1.0,1,1,7.4,,2022.0,,1.0,,1.0,1.0,,1.0,,,1.0,
Lal Kuan,450,625000,INR,,0,1,"A plot property is available for sale in Lal Kuan, Ghaziabad. It has a salable area of 450 sqft and is available at a price of Rs. 1,388 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,1,0,0,0,0,0,,,1,0,1.0,1,1,,,,,1.0,,1.0,1.0,,1.0,,,1.0,
Lal Kuan,630,875000,INR,,0,1,"A plot is available at a prime location in Royal shape infratech Highway Homes. It has a salable area of 630 sqft and is available at a price of Rs. 1,388 per sqft. Its entry is east facing. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,1.0,1,1,1.0,1,1,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Lal Kuan,540,1989900,INR,1,1,0,"A plot is available at a prime location in Sundaram Construction SHRI NATH JI HOMES. It has an area of 540 sqft. The property is available at a price of Rs. 19.90 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,1,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,369,1360134,INR,1,1,0,"This plot is situated in Sundaram Construction SHRI NATH JI HOMES, Lal Kuan. It has an area of 369 sqft. The property is available at a price of Rs. 13.60 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,1,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,450,1660050,INR,1,1,0,"This plot is situated in Sundaram Construction SHRI NATH JI HOMES, Lal Kuan. It has an area of 450 sqft. The property is available at a price of Rs. 16.60 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,1,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,495,1830015,INR,1,1,0,"This plot is situated in Sundaram Construction SHRI NATH JI HOMES, Lal Kuan. It has an area of 495 sqft and is priced at Rs. 18.30 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,1,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Raj Nagar Extension,927,5010000,INR,1,1,0,"927 Square feet Plot for sale in Ghukna, Ghaziabad. This land has a dimension of 44.0 mt length 21.0 mt width. Price. The plot is North-East facing. There are 2 open sides for this plot. The width of the facing road is 30.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are Shaheed Memorial Vidya Kendra Jhs, Shaheed Memorial Public School, and Swerojgar Prashikshan Kendra",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,540,2063880,INR,1,1,0,"A plot property is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has a salable area of 540 sqft and is available at a price of Rs. 3,822 per sqft. It has temple as well as cctv. The project also has gated community, 24x7 water supply, landscape garden and tree planting and 24 x 7 security. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,900,3439800,INR,1,1,0,"A plot is available at a prime location in ADV Realtors AR Residency. It has an area of 900 sqft and is priced at Rs. 34.40 lac . The amenities include 24x7 water supply, landscape garden and tree planting, gated community, temple, cctv and 24 x 7 security. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,720,2751840,INR,1,1,0,"A plot is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has an area of 720 sqft. The property is available at a price of Rs. 27.52 lac . The amenities include 24x7 water supply, cctv, temple, gated community, 24 x 7 security and landscape garden and tree planting. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,630,2407860,INR,1,1,0,"A plot property is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has a salable area of 630 sqft and is available at a price of Rs. 3,822 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,810,3095820,INR,1,1,0,"This plot is available for sale and is located in ADV Realtors AR Residency, one of the most prestigious projects of Lal Kuan. It has a salable area of 810 sqft and is available at a price of Rs. 3,822 per sqft. The amenities include temple, cctv, 24 x 7 security, landscape garden and tree planting, 24x7 water supply and gated community. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Raj Nagar Extension,1080,6059000,INR,1,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has an area of 1080 sqft. The property is available at a price of Rs. 60.59 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,550000,INR,,1,0,"A plot is available at a prime location in Raj Nagar Extension. It has a salable area of 558 sqft and is available at a price of Rs. 985 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,west,0,0,0,1,0,0,1,0,,,1,0,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"A plot is available at a prime location in Raj Nagar Extension. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,1944,1299999,INR,,1,0,"This plot is available for sale and is located in the heart of Raj Nagar Extension. It has an area of 1944 sqft. The property is available at a price of Rs. 13.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558,550000,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft. The property is available at a price of Rs. 5.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,1,0,0,1,1,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"This plot is available for sale and is located in the heart of Raj Nagar Extension. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,1.0,1,1,,1,1,,,,1.0,,,,,1.0,1.0,,1.0,,
Hindon Air Force Station,558,550000,INR,,1,0,"This plot is situated in Hindon Air Force Station, Ghaziabad. It has an area of 558 sqft and is priced at Rs. 5.50 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Tilla Mode Farukh Nagar Road,558,500000,INR,,1,0,"62 Sq. Yards (Gajj) Plots Available at Just 10 Minutes away From Northern Peripheral Way and Behind Hindon Airport Ghaziabad. Plots just 7km. away from East Delhi Border. Plots Near-By Loni Bhopora Road Ghaziabad.

Plot Size - 62 Sq. Yards
Basic PRice - 5 lakhhh Rs. 

Included Facilities:- 
(1) Just 5kms. away from Mohan Nagar Metro Station, Ghaziabad 
(2) Just 7kms. away from East Delhi, 
(3) Near BCCI Cricket Stadium, Raj Nagar Ext. Ghaziabad, 
(4) 24X7 Security & Electricity, 
(5)CCTV Surveillance 
(6) Swimming Pool, Parks, 
(7) Badminton Ground, 
(8) Jogging Tracks & Many More.

For More Information:- 
Contact Now - Gold Castle Housing 
Visit Our Website - Gold Castle Housing 
Follow Our Facebook page – Gold Castle Housing/Great JaminDar-Delhi NCR",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,1.0,,,,
Tilla Mode Farukh Nagar Road,558,500000,INR,,1,0,"A plot property is available for sale in Tilla Mode Farukh Nagar Road, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,1,0,0,1,0,,,1,1,,1,0,,,,1.0,,,,,,,,,,
