,location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Landscaped Gardens,Sports Facility,Gymnasium,locality_score,project_score,builder_experience,Indoor Games,Rain Water Harvesting,Intercom,Maintenance Staff,Vaastu Compliant,Car Parking,Shopping Mall,Multipurpose Room,ATM,Staff Quarter,Hospital,School,Cafeteria,Golf Course
1915,ahmamau,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1916,Gomti Nagar Extension,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Gomti Nagar Extension, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1917,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Ekana Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1918,Arjunganj,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1919,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in ahmamau, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1920,Sultanpur Lucknow Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1921,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Ekana Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1922,Sahid Path,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sahid Path, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1923,Sultanpur Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Sultanpur Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1924,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Ekana Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1925,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1926,Gomti Nagar,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1927,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Ekana Road. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1928,Huseria,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Huseria. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0
1929,Gomti Nagar Extension,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar Extension. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1930,Sahid Path,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sahid Path, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1931,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Ekana Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1932,Gomti Nagar Vistar,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Gomti Nagar Vistar, Lucknow. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1933,Gosainganj,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The property is available on freehold. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.3,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1934,gossaiganj sultanpur road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in gossaiganj sultanpur road, Lucknow. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1935,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in ahmamau, Lucknow. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1936,gossaiganj sultanpur road,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in gossaiganj sultanpur road. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1937,ahmamau,1000.0,699000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,
1938,Arjunganj,1000.0,699000.0,INR,,1.0,1.0,"A plot is available at a prime location in Arjunganj. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1939,Arjunganj,1000.0,699000.0,INR,,1.0,1.0,"A plot is available for sale in Arjunganj, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1940,Gomti Nagar Extension,1000.0,699000.0,INR,,1.0,1.0,"A plot property is available for sale in Gomti Nagar Extension, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1941,ahmamau,1000.0,699000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1942,ahmamau,1000.0,699000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1943,Arjunganj,1000.0,699000.0,INR,,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1944,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of amar shaheed path lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1945,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in amar shaheed path lucknow, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1946,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in amar shaheed path lucknow, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1947,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in amar shaheed path lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1948,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1949,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in amar shaheed path lucknow, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1950,cantt Road,1000.0,999000.0,INR,,1.0,1.0,"This plot is situated in cantt Road, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,
1951,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Telibagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1952,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Telibagh. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1953,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Telibagh, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1954,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Telibagh, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1955,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Telibagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1956,Telibagh,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Telibagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1957,Gosainganj,1000.0,699000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1958,Arjunganj,800.0,559200.0,INR,1.0,1.0,1.0,"This plot is situated in Arjunganj. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1959,Gomti Nagar,1000.0,699000.0,INR,,1.0,1.0,"This plot is situated in Gomti Nagar, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1960,Gosainganj,1000.0,1000000.0,INR,,1.0,1.0,"A plot property is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 10.00 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,
1961,Arjunganj,800.0,559200.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Arjunganj. It has an area of 800 sqft. The property is available at a price of Rs. 5.59 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1962,Arjunganj,800.0,559200.0,INR,1.0,1.0,1.0,"This plot is situated in Arjunganj. It has a salable area of 800 sqft and is available at a price of Rs. 699 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1963,Arjunganj,800.0,559200.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. It has an area of 800 sqft. The property is available at a price of Rs. 5.59 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1964,Sultanpur Road,800.0,559200.0,INR,1.0,1.0,1.0,It has an area of 800 sqft. The property is available at a price of Rs. 5.59 lac (negotiable). It is east facing property. The property is available on freehold. The society is well connected by different modes of transportation. Please contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1965,Sultanpur Road,800.0,559200.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1966,Sultanpur Road,800.0,559200.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Road. The plot provides an excellent view as it overlooks the road. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1967,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Lucknow Varanasi Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
