location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Car Parking,Rain Water Harvesting,Intercom,Maintenance Staff,Indoor Games,Vaastu Compliant,Multipurpose Room,ATM,Golf Course,Staff Quarter,Hospital,School,Shopping Mall,Cafeteria
Niti Khand,2200,18500000,INR,,1,0,The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ,1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2800,21000000,INR,,1,0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 2800 sqft and is priced at Rs. 2.10 cr . The house is semi-furnished. Its main door is facing west direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,1250,7400000,INR,,1,0,It has a built-up area of 1250 sqft and is priced at Rs. 74.00 lac . It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ,1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,1250,7500000,INR,,1,0,"It has a built-up area of 1250 sqft and is priced at Rs. 75.00 lac . Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1250,9000000,INR,,1,0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It has an area of 1250 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 90.00 lac . The house is semi-furnished. Its main door is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,west,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1250,6800000,INR,,1,0,"It has an area of 1250 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 68.00 lac . It is a semi-furnished property. It is west facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,west,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1250,6850000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Shakti Khand. It has an area of 1250 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 68.50 lac . It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ,1,west,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2600,22000000,INR,,1,0,The house is semi-furnished. It is west facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ,1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2700,22500000,INR,,1,0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,3200,23000000,INR,,1,0,"A spacious 5 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a salable area of 3200 sqft and is available at a price of Rs. 7,187 per sqft. It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,1250,8500000,INR,,1,0,"A spacious 3 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 1250 sqft and is priced at Rs. 85.00 lac . It is a semi-furnished property. Its main door is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,west,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1250,7500000,INR,,1,0,"A 3 bhk property is available for sale in Shakti Khand, Ghaziabad. It has an area of 1250 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 75.00 lac . Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,west,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2700,21000000,INR,,1,0,"Well designed 4 bhk builder floor is available at a prime location in Niti Khand. It has a built-up area of 2700 sqft and is priced at Rs. 2.10 cr . The house is semi-furnished. Its main door is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2600,21000000,INR,,1,0,"A 4 bhk property is available for sale in Niti Khand, Ghaziabad. It has a salable area of 2600 sqft and is available at a price of Rs. 8,076 per sqft. It is facing west direction. It is a ready-to-move-in property. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,4200,30000000,INR,,1,0,"It’s a 5 bhk builder floor situated in Niti Khand, Ghaziabad. It has a salable area of 4200 sqft and is available at a price of Rs. 7,142 per sqft. It is northeast facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vaishali,1900,13500000,INR,,1,0,"A spacious 3 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a salable area of 1900 sqft and is available at a price of Rs. 7,105 per sqft. The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,1900,14000000,INR,,1,0,It has an area of 1900 sqft with a carpet area of 1850 sqft . The property is available at a price of Rs. 1.40 cr . It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. The society is well connected by different modes of transportation. Contact us for more details. ,1,northeast,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shakti Khand,1400,8500000,INR,,1,0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 1400 sqft and is priced at Rs. 85.00 lac . It is a semi-furnished property. Its main door is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,west,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,968,6521000,INR,,1,0,The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ,1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,968,6525000,INR,,1,0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It has an area of 968 sqft with a carpet area of 968 sqft . The property is available at a price of Rs. 65.25 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,968,6550000,INR,,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a built-up area of 968 sqft and is priced at Rs. 65.50 lac . It is a semi-furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,968,6500000,INR,,1,0,"A spacious 3 bhk builder floor is available for sale in Shakti Khand, Ghaziabad. It has a built-up area of 968 sqft and is priced at Rs. 65.00 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,3300,27525000,INR,,1,0,"A spacious 5 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has an area of 3300 sqft with a carpet area of 3200 sqft . The property is available at a price of Rs. 2.75 cr . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. Please contact for more details. ",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shakti Khand,1205,7199875,INR,,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. The house is semi-furnished. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1205,6999845,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. It has a built-up area of 1205 sqft and is priced at Rs. 70.00 lac . The house is semi-furnished. It is east facing property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation.,1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vaishali,1200,6700000,INR,1,1,0,"It’s a 3 bhk builder floor situated in Vaishali. It has a built-up area of 1200 sqft and is priced at Rs. 67.00 lac . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Niti Khand,1150,5400000,INR,,1,0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 1150 sqft and is priced at Rs. 54.00 lac . This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,850,4299300,INR,,1,0,"It’s a 2 bhk builder floor situated in Shakti Khand. It has a built-up area of 850 sqft and is priced at Rs. 43.00 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details.",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,850,5300000,INR,,1,0,It has an area of 850 sqft with a carpet area of 400 sqft . The property is available at a price of Rs. 53.00 lac . It is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1090,4800000,INR,,1,0,It’s a 2 bhk builder floor situated in Shakti Khand. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ,1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Gyan Khand,1300,8521000,INR,,1,0,"It’s a 3 bhk builder floor situated in Gyan Khand, Ghaziabad. It has a salable area of 1300 sqft and is available at a price of Rs. 6,554 per sqft. The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
Gyan Khand,900,4200000,INR,,1,0,"It has a salable area of 900 sqft and is available at a price of Rs. 4,666 per sqft. It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,
