location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Swimming Pool,Sports Facility,Lift(s),Club House,Full Power Backup,Gymnasium,Rain Water Harvesting,Maintenance Staff,Jogging Track,Car Parking,Vaastu Compliant,Children's play area,24 X 7 Security,Landscaped Gardens,locality_score,project_score,builder_experience,School,ATM,Shopping Mall,Multipurpose Room,Intercom,Staff Quarter,Hospital,Indoor Games,Cafeteria,Golf Course
Sultanpur Road,2200,1212200,INR,0,1,0,"A plot property is available for sale in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 2200 sqft. The property is available at a price of Rs. 12.12 lac . It has 24 x 7 security as well as landscape garden and tree planting. The project also has paved compound, street lighting, gated community, shopping mall, children's play area, cycling & jogging track and fountains. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,1,1,1,1.0,,0,1.0,,1,1,0,,,,,,1.0,,,,,,,
Sultanpur Road,1200,661200,INR,0,1,0,"This plot is available for sale and is located in NJSV Enterprises Vatican City, one of the most prestigious projects of Sultanpur Road. It has an area of 1200 sqft. The property is available at a price of Rs. 6.61 lac . It has cycling & jogging track as well as street lighting. The project also has paved compound, landscape garden and tree planting, 24 x 7 security, gated community, shopping mall, children's play area and fountains. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,1,1,1,1.0,,0,1.0,,1,1,0,,,,,,1.0,,,,,,,
Mohanlalganj,1250,1248750,INR,1,1,0,"This plot is situated in Mohanlalganj. It has a salable area of 1250 sqft and is available at a price of Rs. 999 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Shivaji Puram,1500,6000000,INR,1,0,0,"A plot is available for sale in Shivaji Puram, Lucknow. It has an area of 1500 sqft. The property is available at a price of Rs. 60.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,2,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Mohanlalganj,1800,3800000,INR,1,1,0,"It has an area of 1800 sqft. The property is available at a price of Rs. 38.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,0,1,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,35.0,,,,,1.0,,,1.0,,
Bharavara,1000,2600000,INR,1,0,0,"This plot is situated in Bharavara, Lucknow. It has an area of 1000 sqft and is priced at Rs. 26.00 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,northeast,0,3,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Golf City,1000,1300000,INR,1,1,0,"A plot is available at a prime location in Golf City. It has an area of 1000 sqft and is priced at Rs. 13.00 lac . It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,north,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Sushant Golf City,1648,7792588,INR,0,1,0,"It has an area of 1647 sqft and is priced at Rs. 77.93 lac . It has full power backup as well as 24x7 water supply. The project also has and fire sprinklers. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,1,0,,,0,,,0,0,0,7.4,,2022.0,,,,,,,,,,
Golf City,1250,6735000,INR,1,1,0,"A plot is available for sale in Golf City, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 67.35 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Arjunganj,1200,3360000,INR,1,1,0,"This plot is situated in Arjunganj. It has an area of 1200 sqft and is priced at Rs. 33.60 lac . Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,west,0,0,1,0,0,0,0,1,,,0,,,0,0,0,,,,,,,,,,,,,
Alambagh,1000,999999,INR,1,1,0,"1000 Square feet Plot for sale in Alambagh, Lucknow. This land has a dimension of 20.0 mt length 50.0 mt width. Price. The name of the project is Arsh Property. This is a corner plot. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 28.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are New Sai Baba Kachori Bhandar, Gym Food, and Charan Khalsa Kirana Store",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,750000,INR,1,1,0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 7.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Sarojini Nagar,1000,850000,INR,1,1,0,"This plot is situated in Sarojini Nagar. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Alambagh,800,600001,INR,1,1,0,"A plot is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has a salable area of 800 sqft and is available at a price of Rs. 750 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,800,600000,INR,1,1,0,"This plot is available for sale and is located in Arsh Property Developers And Builders Property, one of the most prestigious projects of Alambagh. It has an area of 800 sqft. The property is available at a price of Rs. 6.00 lac . It is east facing property. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,782000,INR,1,1,0,"A plot is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 7.82 lac . It is east facing property. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,775000,INR,1,1,0,"A plot is available at a prime location in Arsh Property Developers And Builders Property. It has a salable area of 1000 sqft and is available at a price of Rs. 775 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,780000,INR,1,1,0,"It has a salable area of 1000 sqft and is available at a price of Rs. 780 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,747000,INR,1,1,0,"A plot is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 7.47 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,746000,INR,1,1,0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh. It has an area of 1000 sqft. The property is available at a price of Rs. 7.46 lac . It is east facing property. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,745000,INR,1,1,0,"A plot property is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 745 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,749800,INR,1,1,0,"A plot property is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 749 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,1000000,INR,1,1,0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 10.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Alambagh,1000,1000001,INR,1,1,0,"This plot is available for sale and is located in Arsh Property Developers And Builders Property, one of the most prestigious projects of Alambagh. It has an area of 1000 sqft. The property is available at a price of Rs. 10.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
