location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Intercom,Car Parking,Vaastu Compliant,Indoor Games,Multipurpose Room,Staff Quarter,Cafeteria,School,Maintenance Staff,Shopping Mall,Golf Course,ATM,Hospital
Kothrud,2500,35000000,INR,,0,0,"It has an area of 2500 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 3.50 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,1,0,0,0,0,0,0,9.2,,,,,,,,,,,,,,,,
Bavdhan,6100,46000000,INR,,1,0,"4 BHK Villa for sale in Bavdhan, Pune with modern-day amenities. The Villa is in Bavdhan which is a promising investment destination in Pune. This might be your chance to grab the best 4 BHK property for sale in Bavdhan. This 4 BHK Villa is available at a reasonable price of Rs 4.6 Cr. It is a very spacious property, spread over 4500 Square feet. The built-up area is 6100 Square feet. An attached servant room is available with this property. This property has provision for 5 bathroom. This property is auspiciously built and is East-facing. Lift is provided in this property. Other provisions include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also enjoys power backup facility. Regular water supply is available. The property has cctv facility. A dedicated kids area is present in this project. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Shatabdi Hospital, Borse Nursing Home, and Sahyadri Hospitals. The city's best schools like Serra International Pre School, children's area pre school, and little millennium pre school are also near this housing project",1,east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52,1,1,1,,,,,,,,,,,
Wagholi,1463,16000000,INR,0,1,0,"A 4 bhk property is available for sale in Gera Developments Planet Of Joy, Wagholi, Pune. It has a built-up area of 1463 sqft and is priced at Rs. 1.60 cr . It is an unfurnished property. It has reflexology park. Other amenities include 24x7 water supply, community buildings, open parking, kid's pool, sewerage (chamber, lines, septic tank , stp) :, sewage treatment plant, football field, rain water harvesting and closed car parking. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,,0,0,1,0,0,1,1,0,0,0,0,0,8,,52,1,,,,,,,,,,,,,
Wagholi,937,9800000,INR,0,1,0,"It’s a 2 bhk villa situated in Gera Developments Planet Of Joy, Wagholi. It has an area of 937 sqft . The property is available at a price of Rs. 98.00 lac . It has water conservation, rain water harvesting as well as meter room. The project also has solid waste management and disposal, aggregate area of recreational open space, landscape garden and tree planting, senior citizen siteout, rain water harvesting, closed car parking, sewage treatment plant and open parking. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. The society is well connected by different modes of transportation. ",1,,0,0,1,0,0,1,1,0,0,0,0,0,8,,52,1,,,,,,,,,,,,,
Karve Nagar,1700,35000000,INR,1,0,0,It has an area of 1700 sqft . The property is available at a price of Rs. 3.50 cr . It is a furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,east,1,0,0,1,0,0,1,0,0,0,0,0,9,,,,,,,,,,,,,,,,
Kothrud,1620,22000000,INR,0,1,0,"A spacious 3 bhk villa is available for sale in Kothrud, Pune. It has a built-up area of 1620 sqft and is priced at Rs. 2.20 cr . It is an unfurnished property. Its main door is facing east direction. It is an under-construction property . The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,1,1,0,0,0,0,0,0,0,0,9.2,,,,,,,,,,,,,,,,
Baner,3300,29700000,INR,,0,0,"Well designed 4 bhk villa is available at a prime location in Baner. It has a built-up area of 3300 sqft and is priced at Rs. 2.97 cr . It is an unfurnished property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,1,1,0,0,0,0,0,9.1,,,,1,,,,,,,,,,,,
Gahunje,1878,16700000,INR,,1,0,"Looking for a 3 BHK Villa for sale in Pune? Your search ends here. Buy this 3 BHK property in Pune's finest location, Gahunje. The built up area of this property is 1878 Square feet. It is spacious for a family and this property has a carpet area of 1445 Square feet. This property is North-East facing. There are 3 bedrooms and 4 bathroom. Servant room is also present. The Villa has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property has power backup facility. Regular water supply is available. It is also equipped with a dedicated kids area. This is a gated community. There are a number of reputed schools in the vicinity such as Rainbow International School, Yoga and aerobic classes, and Jyotiba Phule Cantonment School. Medical facility is also close at hand with names like Varad Hospital and Mauli Hospital",1,northeast,0,4,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42,1,1,1,1,1,1,1,1,,,,1,1,
Baner,4614,55000000,INR,,0,0,"It’s a 6 bhk villa situated in Baner. It has a built-up area of 4614 sqft and is priced at Rs. 5.50 cr . The house is furnished. Furnishings include 1 sofa, 1 sofa, 1 dining table and 1 bed. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,1,0,1,1,0,1,0,0,1,0,0,0,9.1,,,,,,,,,,,,,,,,
Wagholi,1073,7967025,INR,1,1,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa Phase 2, Wagholi, Pune. It has a built-up area of 1073 sqft and is priced at Rs. 79.67 lac . It is an unfurnished property. It has children's play area as well as day care center. The project also has indoor games, salon, reflexology park, paved compound, 24x7 water supply, car parking, internet/wi-fi and yoga/meditation area. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0,1,1,1,1,1,1,0,1,1,8,,32,1,1,1,1,1,,,1,1,1,1,,1,1
Baner,2750,31300000,INR,,1,0,"It’s a 3 bhk villa situated in Baner, Pune. It has an area of 2750 sqft with a carpet area of 2037 sqft . The property is available at a price of Rs. 3.13 cr . It is an unfurnished property. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,0,0,0,0,9.1,,,,1,,,,,,,,,,,,
Pimple Saudagar,2000,22600000,INR,,0,0,"Well designed 3 bhk villa is available at a prime location in Pimple Saudagar. It has a built-up area of 2000 sqft and is priced at Rs. 2.26 cr . The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,
Khandala,3327,39900000,INR,,1,0,"Well designed 3 bhk villa is available at a prime location in Kalpataru Group Amoda Reserve. It has a salable area of 3327 sqft and is available at a price of Rs. 11,992 per sqft. The house is unfurnished. It has children's play area. Other amenities include swimming pool and club house. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,1,1,1,1,1,1,1,1,1,0,,7.8,53,1,1,,,1,,,,,,,,,
Khandala,3400,39800000,INR,,1,0,"A spacious 3 bhk villa is available for sale in Kalpataru Group Amoda Reserve, Khandala, Pune. The house is unfurnished. It has swimming pool. Other amenities include children's play area and club house. Its main door is facing north direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,north,0,0,1,1,1,1,1,1,1,1,1,0,,7.8,53,1,1,,,1,,,,,,,,,
Maval,3300,22900000,INR,,1,0,"This spacious 4 bhk villa is available for sale and is located in Puraniks Builders Sayama Phase 3, one of the most prestigious projects of Maval. It has a built-up area of 3300 sqft and is priced at Rs. 2.29 cr . It is an unfurnished property. It is west facing property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",1,west,0,0,1,1,0,1,1,1,1,1,1,0,5.3,,54,1,1,1,,,1,,,,,,,,
Maval,2500,18900000,INR,,1,0,"A 3 bhk property is available for sale in Puraniks Builders Sayama, Maval, Pune. It has a salable area of 2500 sqft and is available at a price of Rs. 7,560 per sqft. It is an unfurnished property. It has gymnasium. Other amenities include cctv, intercom, swimming pool, gated_community, children's play area, club house, sports facility and full power backup. Its main door is facing north direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,north,0,0,0,1,1,1,1,1,1,1,1,1,5.3,7.4,54,1,1,1,,,,,,,1,,,,
Maval,2568,20500000,INR,,1,0,"This spacious 4 bhk villa is available for sale and is located in Puraniks Builders Sayama Phase 3, one of the most prestigious projects of Maval. It has a salable area of 2568 sqft and is available at a price of Rs. 7,982 per sqft. It is an unfurnished property. It has club house. Other amenities include gymnasium, gated community, children's play area, swimming pool and swimming pool. It is facing northeast direction. This residential complex is under-construction as of now. The expected completion date is 01/12/2022. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,1,1,0,1,1,1,1,1,1,0,5.3,,54,1,1,1,,,1,,,,,,,,
Khandala,6895,73100000,INR,,1,0,"It has an area of 6895 sqft with a carpet area of 4189 sqft . The property is available at a price of Rs. 7.31 cr . The house is unfurnished. It is facing north direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,north,0,0,1,1,0,1,1,1,1,1,0,0,,,123,,1,,,,,,,,,,,,
Khandala,7111,75900000,INR,,1,0,"A 4 bhk property is available for sale in Greenscape Developers Meraki Life Phase I, Khandala, Pune. It has a built-up area of 7111 sqft and is priced at Rs. 7.59 cr . It is an unfurnished property. It is facing north direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,north,0,0,1,1,0,1,1,1,1,1,0,0,,,123,,1,,,,,,,,,,,,
Khandala,5100,42100000,INR,,1,0,"A 4 bhk property is available for sale in Khandala, Pune. It has 1 refrigerator, 1 sofa, 1 microwave and 1 dining table. It also has 1 gas connection, 1 ac and 1 bed. It is north facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1,north,1,4,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
Khandala,5212,41000000,INR,,0,0,"It has a built-up area of 5212 sqft and is priced at Rs. 4.10 cr . The house is semi-furnished. Furnishings include 1 refrigerator, 1 sofa, 1 microwave and 1 dining table. Its main door is facing northwest direction. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1,northwest,0,4,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
Dhanori,2300,13000000,INR,,0,0,"It’s a 3 bhk villa situated in Shree Ram Group Pune Villa, Dhanori, Pune. It has a built-up area of 2300 sqft and is priced at Rs. 1.30 cr . It is east facing property. It is a 8 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,east,0,8,1,1,1,1,1,0,0,1,1,0,8.4,7.9,22,1,1,1,1,,1,1,,1,,1,,1,1
Wagholi,2579,13000000,INR,,0,0,"A spacious 3 bhk villa is available for sale in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has a built-up area of 2579 sqft and is priced at Rs. 1.30 cr . The house is semi-furnished. It has intercom. Other amenities include children's play area, swimming pool, gated_community, club house, power backup and gymnasium. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,8,1,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
